SN,Screen,Identity,Order,Change,Matching,Label,Response,Correct,RT
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,865.1999999994405
1,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,789.2999999994427
1,probe,Stranger,First,Same,Match,Stranger,Same,1,1071.499999999629
1,label,Stranger,First,Same,Match,Stranger,Match,1,781
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,1054.3999999994412
1,label,Stranger,Second,Same,Match,Stranger,Match,1,695.3999999998123
1,probe,Self,First,Same,Match,Self,Same,1,845.9000000001834
1,label,Self,First,Same,Match,Self,Match,1,619.5999999994383
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,1326.0999999994383
1,label,Stranger,Second,Same,Match,Stranger,Match,1,961.3000000001848
1,probe,Self,First,Same,Match,Self,Same,1,930.699999999626
1,label,Self,First,Same,Match,Self,Match,1,622.8999999996304
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1067.699999999997
1,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1730.300000000003
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,895.4999999998108
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,834.4999999998108
1,probe,NA,,Different,,NA,Different,1,1519.0999999998166
1,probe,Self,Second,Same,Match,Self,Same,1,965.2999999996246
1,label,Self,Second,Same,Match,Self,Match,1,780.2999999996246
1,probe,NA,,Different,,NA,Different,1,981.5999999998166
1,probe,NA,,Different,,NA,Different,1,849.3999999996304
1,probe,Stranger,First,Same,Match,Stranger,Same,1,1022.3999999999942
1,label,Stranger,First,Same,Match,Stranger,Match,1,699.5
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,990.1999999996332
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,764.3000000001921
1,probe,Self,Second,Same,Match,Self,Same,1,938.6000000000058
1,label,Self,Second,Same,Match,Self,Match,1,925.2999999996246
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,864.0999999994528
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,684.7999999999884
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1051.3999999999942
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,739.5000000001746
1,probe,NA,,Different,,NA,Different,1,961.0999999996276
1,probe,Self,First,Same,Match,Self,Same,1,1064.7000000001865
1,label,Self,First,Same,Match,Self,Match,1,699.1000000000058
1,probe,NA,,Different,,NA,Different,1,1056.1000000000058
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1174.800000000192
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,1388.0999999994528
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,1077.7999999994354
1,label,Stranger,Second,Same,Match,Stranger,Match,1,789.1000000001804
1,probe,Self,First,Same,Match,Self,Same,1,1074.2000000001865
1,label,Self,First,Same,Match,Self,Match,1,895
1,probe,NA,,Different,,NA,Different,1,866.0999999994528
1,probe,NA,,Different,,NA,Different,1,946.900000000198
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1077.1999999994296
1,label,Self,Second,Same,Nonmatch,Stranger,Match,0,897.5999999998021
1,probe,NA,,Different,,NA,Different,1,809.0999999998021
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,1186.8999999994412
1,label,Stranger,Second,Same,Match,Stranger,Match,1,753.7999999994354
1,probe,Stranger,First,Same,Match,Stranger,Same,1,992.2999999998136
1,label,Stranger,First,Same,Match,Stranger,Match,1,632.1999999996333
1,probe,NA,,Different,,NA,Same,0,844.999999999447
1,probe,Self,First,Same,Match,Self,Same,1,808.2000000000116
1,label,Self,First,Same,Match,Self,Match,1,577.7999999996391
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,702.2999999999884
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,955.7999999999884
1,probe,NA,,Different,,NA,Different,1,858.4999999998254
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,884.0999999994528
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,849.8999999996158
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,959.7999999999884
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,738.6999999994296
1,probe,Stranger,First,Same,Match,Stranger,Same,1,835.9000000000233
1,label,Stranger,First,Same,Match,Stranger,Match,1,667.6000000002095
1,probe,NA,,Different,,NA,Different,1,819
1,probe,Stranger,First,Same,Match,Stranger,Same,1,879.9999999994179
1,label,Stranger,First,Same,Match,Stranger,Match,1,628.800000000163
1,probe,NA,,Different,,NA,Different,1,832.1999999996042
1,probe,Self,Second,Same,Match,Self,Same,1,1037.5000000001746
1,label,Self,Second,Same,Match,Self,Match,1,666.8999999996158
1,probe,NA,,Different,,NA,Different,1,807.6000000002095
1,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,931.099999999802
1,label,Stranger,Second,Same,Nonmatch,Self,Match,0,2059.1999999994296
1,probe,NA,,Different,,NA,Different,1,1029.800000000163
1,probe,NA,,Different,,NA,Same,0,1220.0999999996277
1,probe,NA,,Different,,NA,Same,0,1352.900000000198
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,953.0000000001746
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,790.2999999999884
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,1026.8999999996158
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,651.9000000000233
1,probe,NA,,Different,,NA,Different,1,992.199999999837
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,884.7000000001863
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,628.7000000001863
1,probe,Self,First,Same,Match,Self,Same,1,1041.5999999999767
1,label,Self,First,Same,Match,Self,Match,1,567.800000000163
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,790.7000000000116
1,label,Stranger,Second,Same,Match,Stranger,Nonmatch,0,678.8999999996158
1,probe,NA,,Different,,NA,Different,1,699.2999999999884
1,probe,NA,,Different,,NA,Different,1,1220.7999999999884
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1282.4999999996508
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,1243.1000000002095
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,945.2000000001864
1,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,636
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,905.5999999994528
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,577.3999999997905
1,probe,NA,,Different,,NA,Different,1,1346.1999999994296
1,probe,Self,Second,Same,Match,Self,Same,1,1080.4000000000233
1,label,Self,Second,Same,Match,Self,Match,1,653.8999999994412
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,875.6999999996042
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,598.6999999996042
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,902.999999999418
1,label,Stranger,First,Same,Nonmatch,Self,Match,0,605.4999999998254
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,911.7999999996392
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,644.7999999996391
1,probe,NA,,Different,,NA,Same,0,1207.5999999999767
1,probe,NA,,Different,,NA,Same,0,1052.9999999996508
1,probe,NA,,Different,,NA,Different,1,1145.0999999996277
1,probe,NA,,Different,,NA,Different,1,854.7000000000116
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1221.099999999802
1,label,Self,Second,Same,Nonmatch,Stranger,Match,0,855.9000000001979
1,probe,NA,,Different,,NA,Different,1,733.4000000000233
1,probe,NA,,Different,,NA,Different,1,789.6000000002095
1,probe,Self,Second,Same,Match,Self,Same,1,933.3000000000466
1,label,Self,Second,Same,Match,Self,Match,1,620.7999999994645
1,probe,Stranger,Second,Same,Match,Stranger,Different,0,1297.7000000001865
1,label,Stranger,Second,Same,Match,Stranger,Match,1,2049.5999999999767
1,probe,NA,,Different,,NA,Different,1,849.9000000000233
1,probe,NA,,Different,,NA,Different,1,813.2999999994645
1,probe,NA,,Different,,NA,Different,1,741.7999999998137
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,973.5999999999768
1,label,Stranger,Second,Same,Match,Stranger,Match,1,1001.7000000001864
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,1119.6999999996042
1,label,Stranger,Second,Same,Match,Stranger,Match,1,605.2999999995809
1,probe,Self,Second,Same,Match,Self,Same,1,973.7999999995808
1,label,Self,Second,Same,Match,Self,Match,1,561.8000000000466
1,probe,NA,,Different,,NA,Different,1,1273.899999999674
1,probe,NA,,Different,,NA,Different,1,609.1000000002095
1,probe,Stranger,First,Same,Match,Stranger,Same,1,1062.2999999998135
1,label,Stranger,First,Same,Match,Stranger,Match,1,796
1,probe,NA,,Different,,NA,Different,1,704
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,821.1999999996042
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,554.300000000163
1,probe,NA,,Different,,NA,Different,1,777.899999999674
1,probe,NA,,Different,,NA,Different,1,1309.6999999994878
1,probe,Self,First,Same,Match,Self,Same,1,1196.7999999994645
1,label,Self,First,Same,Match,Self,Match,1,649.6999999994878
1,probe,Self,Second,Same,Match,Self,Same,1,809.7000000001863
1,label,Self,Second,Same,Match,Self,Match,1,466.5999999996274
1,probe,NA,,Different,,NA,Different,1,688.9999999994179
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,832.0999999993946
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,529.5999999993946
1,probe,NA,,Different,,NA,Different,1,712.2999999995809
1,probe,Self,First,Same,Match,Self,Same,1,824.1999999994878
1,label,Self,First,Same,Match,Self,Match,1,522.0999999998603
1,probe,NA,,Different,,NA,Different,1,769.7999999994645
1,probe,NA,,Different,,NA,Different,1,780.2000000001863
1,probe,NA,,Different,,NA,Different,1,741.9999999994179
1,probe,NA,,Different,,NA,Different,1,790.0999999999767
1,probe,NA,,Different,,NA,Different,1,960.1999999994878
1,probe,Self,First,Same,Match,Self,Same,1,1216.5
1,label,Self,First,Same,Match,Self,Match,1,625.5999999998603
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,962.6000000002095
1,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,752.0999999999767
1,probe,NA,,Different,,NA,Different,1,657.2999999995809
1,probe,NA,,Different,,NA,Different,1,543.6999999999534
1,probe,NA,,Different,,NA,Different,1,610.399999999674
1,probe,NA,,Different,,NA,Different,1,749.699999999837
1,probe,NA,,Different,,NA,Different,1,872.6000000002095
1,probe,NA,,Different,,NA,Different,1,774.5999999999767
1,probe,Stranger,First,Same,Match,Stranger,Same,1,1001.999999999418
1,label,Stranger,First,Same,Match,Stranger,Match,1,724.4000000001397
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,1209.899999999674
1,label,Stranger,Second,Same,Match,Stranger,Match,1,659.4000000001397
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1109.3000000000466
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,677.1999999994878
1,probe,Self,First,Same,Match,Self,Same,1,774.7999999998137
1,label,Self,First,Same,Match,Self,Match,1,518.6000000002095
1,probe,NA,,Different,,NA,Different,1,716.2000000001863
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,879.9999999994179
1,label,Stranger,Second,Same,Match,Stranger,Match,1,721.3999999997905
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1140.6999999999534
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,718.4999999997672
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,796.8000000000466
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,535.5999999998603
1,probe,NA,,Different,,NA,Different,1,690.699999999837
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1015.2000000001864
1,label,Self,First,Same,Nonmatch,Stranger,Match,0,753.2999999998137
1,probe,NA,,Different,,NA,Different,1,1023.0999999999768
1,probe,NA,,Different,,NA,Different,1,666.4999999994179
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1001.5999999993946
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,502.4999999997672
1,probe,NA,,Different,,NA,Same,0,1291.5999999998603
1,probe,NA,,Different,,NA,Different,1,735.5000000002328
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1023.2999999998136
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,539.5999999996275
1,probe,Self,First,Same,Match,Self,Same,1,785.2999999998137
1,label,Self,First,Same,Match,Self,Match,1,479.5
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,908.1999999999534
1,label,Stranger,Second,Same,Match,Stranger,Match,1,620.9999999997672
1,probe,NA,,Different,,NA,Different,1,647.6999999999534
1,probe,NA,,Different,,NA,Different,1,836.899999999674
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,925.6000000002095
1,label,Stranger,First,Same,Nonmatch,Self,Match,0,847.2999999994645
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,621.9000000000233
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,562.3999999994412
1,probe,NA,,Different,,NA,Different,1,701.800000000163
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,948.800000000163
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,460.5999999993946
1,probe,NA,,Different,,NA,Different,1,687.0999999993946
1,probe,NA,,Different,,NA,Different,1,744.3000000000466
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1076.9999999996508
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,742.5
1,probe,NA,,Different,,NA,Different,1,989.8999999994412
1,probe,NA,,Different,,NA,Different,1,670.7000000001863
1,probe,NA,,Different,,NA,Different,1,705.800000000163
1,probe,Stranger,First,Same,Match,Stranger,Different,0,872.8000000000466
1,label,Stranger,First,Same,Match,Stranger,Match,1,1472.399999999674
1,probe,Self,Second,Same,Match,Self,Same,1,938.999999999418
1,label,Self,Second,Same,Match,Self,Nonmatch,0,1111.0999999993946
1,probe,NA,,Different,,NA,Different,1,683.1999999994878
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1332.4000000000233
1,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,610.5999999993946
1,probe,NA,,Different,,NA,Different,1,616.1999999999534
1,probe,NA,,Different,,NA,Different,1,918.899999999674
1,probe,NA,,Different,,NA,Same,0,1161.9000000000233
1,probe,NA,,Different,,NA,Different,1,608.8999999994412
1,probe,NA,,Different,,NA,Different,1,916.5999999999768
1,probe,NA,,Different,,NA,Different,1,1181.0999999993946
1,probe,NA,,Different,,NA,Different,1,660.0999999998603
1,probe,NA,,Different,,NA,Different,1,777.5000000002328
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,958.1999999994878
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,938.7999999994644
1,probe,NA,,Different,,NA,Different,1,660.7999999998137
1,probe,Self,First,Same,Match,Self,Same,1,909.5000000002328
1,label,Self,First,Same,Match,Self,Match,1,419.9999999995344
1,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1070.1999999997206
1,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,539.2999999995809
1,probe,Self,First,Same,Nonmatch,Stranger,Same,1,762.4999999997672
1,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,453.5999999998603
1,probe,NA,,Different,,NA,Different,1,738.0999999998603
1,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,659.8999999999069
1,label,Stranger,Second,Same,Nonmatch,Self,Match,0,1003.1000000000932
1,probe,Stranger,First,Same,Match,Stranger,Same,1,599
1,label,Stranger,First,Same,Match,Stranger,Match,1,622.0999999996275
1,probe,NA,,Different,,NA,Different,1,570.9999999995343
1,probe,NA,,Different,,NA,Different,1,539.0999999993946
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,910.7999999995808
1,label,Self,Second,Same,Nonmatch,Stranger,Match,0,830.6999999997206
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,716.1000000000931
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,604.8999999999069
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,703
1,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,724.9999999995343
1,probe,NA,,Different,,NA,Different,1,658.2000000001863
1,probe,NA,,Different,,NA,Different,1,575.9999999995343
1,probe,Self,Second,Same,Match,Self,Different,0,621.1999999999534
1,label,Self,Second,Same,Match,Self,Match,1,617.6999999999534
1,probe,NA,,Different,,NA,Different,1,796.7999999998137
1,probe,Self,Second,Same,Match,Self,Different,0,1044.4999999995343
1,label,Self,Second,Same,Match,Self,Match,1,813.9999999995343
1,probe,NA,,Different,,NA,Different,1,1056.799999999581
1,probe,NA,,Different,,NA,Different,1,612.6999999994878
1,probe,NA,,Different,,NA,Different,1,760.5000000002328
1,probe,NA,,Different,,NA,Different,1,915.799999999348
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1054.8999999994412
1,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,689.5999999996275
1,probe,NA,,Different,,NA,Different,1,768.8000000002794
1,probe,Self,Second,Same,Match,Self,Same,1,1153.6000000000931
1,label,Self,Second,Same,Match,Self,Match,1,531.8000000002794
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,863.0999999993946
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,754.2999999995809
1,probe,NA,,Different,,NA,Different,1,718.5999999998603
1,probe,NA,,Different,,NA,Different,1,780.6999999997206
1,probe,NA,,Different,,NA,Different,1,847.0999999996275
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,872.9999999995343
1,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,827.9999999995343
1,probe,NA,,Different,,NA,Different,1,697.6999999999534
1,probe,NA,,Different,,NA,Different,1,848.2999999995809
1,probe,Stranger,Second,Same,Match,Stranger,Same,1,1219.0999999998603
1,label,Stranger,Second,Same,Match,Stranger,Match,1,694.7999999993481
1,probe,Stranger,First,Same,Match,Stranger,Same,1,1123.1999999997206
1,label,Stranger,First,Same,Match,Stranger,Match,1,681.1999999997206
1,probe,NA,,Different,,NA,Different,1,788.8999999999069
1,probe,Stranger,First,Same,Match,Stranger,Same,1,711.3999999999069
1,label,Stranger,First,Same,Match,Stranger,Match,1,562.5999999996275
1,probe,NA,,Different,,NA,Different,1,728.1000000000931
1,probe,NA,,Different,,NA,Different,1,733.3999999999069
1,probe,NA,,Different,,NA,Different,1,795.4999999995343
1,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,954.6999999997206
1,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,625.7999999993481
1,probe,NA,,Different,,NA,Same,0,857.0999999996275
1,probe,NA,,Different,,NA,Different,1,634.7000000001863
1,probe,NA,,Different,,NA,Different,1,804.3000000002794
1,probe,NA,,Different,,NA,Different,1,1213.1999999999534
1,probe,NA,,Different,,NA,Different,1,761.1999999999534
1,probe,Self,Second,Same,Match,Self,Same,1,1122.5000000002328
1,label,Self,Second,Same,Match,Self,Match,1,572.1000000000931
1,probe,Stranger,First,Same,Nonmatch,Self,Same,1,648.9999999995343
1,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,641.5
1,probe,Stranger,First,Same,Match,Stranger,Same,1,807.3999999994412
1,label,Stranger,First,Same,Match,Stranger,Match,1,642.9999999995343
2,probe,NA,,Different,,NA,Different,1,1535.6000000044696
2,probe,Stranger,Second,Same,Match,Stranger,Different,0,807.8000000044703
2,label,Stranger,Second,Same,Match,Stranger,Match,1,1790.0999999999983
2,probe,Stranger,First,Same,Match,Stranger,Same,1,892.900000002981
2,label,Stranger,First,Same,Match,Stranger,Match,1,569.1999999985128
2,probe,NA,,Different,,NA,Different,1,890.3000000000029
2,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,857.2999999985113
2,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,689.3999999985099
2,probe,Stranger,First,Same,Nonmatch,Self,Same,1,933.2999999999956
2,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,809.8000000029788
2,probe,Stranger,First,Same,Match,Stranger,Same,1,1094.400000004469
2,label,Stranger,First,Same,Match,Stranger,Match,1,1024.599999998507
2,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,936.6999999999972
2,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,736.5000000044674
2,probe,Stranger,First,Same,Match,Stranger,Same,1,947.6000000044731
2,label,Stranger,First,Same,Match,Stranger,Match,1,608.6000000029744
2,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,624.2000000044645
2,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,626.6000000014901
2,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,744.7000000029802
2,label,Self,Second,Same,Nonmatch,Stranger,Match,0,555.7000000029802
2,probe,Self,Second,Same,Match,Self,Same,1,742.599999998507
2,label,Self,Second,Same,Match,Self,Match,1,526.6000000000058
2,probe,NA,,Different,,NA,Different,1,902.9000000029772
2,probe,Stranger,First,Same,Nonmatch,Self,Same,1,897.6999999985128
2,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,809.400000001493
2,probe,NA,,Different,,NA,Same,0,1580.799999998504
2,probe,Stranger,Second,Same,Match,Stranger,Same,1,756.0000000029831
2,label,Stranger,Second,Same,Match,Stranger,Match,1,596.6999999985128
2,probe,NA,,Different,,NA,Different,1,1093.2000000044643
2,probe,NA,,Different,,NA,Different,1,1201.10000000149
2,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,931.4999999985156
2,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,625
2,probe,NA,,Different,,NA,Different,1,922.800000002986
2,probe,NA,,Different,,NA,Different,1,1170.2999999999884
2,probe,Self,Second,Same,Match,Self,Same,1,664.0999999985215
2,label,Self,Second,Same,Match,Self,Match,1,437.7999999999884
2,probe,Self,Second,Same,Match,Self,Same,1,980.299999998504
2,label,Self,Second,Same,Match,Self,Match,1,558.0000000014843
2,probe,Stranger,First,Same,Match,Stranger,Same,1,1548.2000000029802
2,label,Stranger,First,Same,Match,Stranger,Match,1,1482.400000002992
2,probe,Self,Second,Same,Match,Self,Same,1,608.2000000014959
2,label,Self,Second,Same,Match,Self,Match,1,423.9999999985157
2,probe,NA,,Different,,NA,Different,1,848.8999999985099
2,probe,NA,,Different,,NA,Different,1,1203.2000000000116
2,probe,NA,,Different,,NA,Different,1,682.7000000044645
2,probe,NA,,Different,,NA,Different,1,691.2000000044645
2,probe,Stranger,First,Same,Nonmatch,Self,Same,1,618.8999999985099
2,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,666.7000000000116
2,probe,Self,Second,Same,Match,Self,Same,1,959.9999999985156
2,label,Self,Second,Same,Match,Self,Match,1,441.1000000014901
2,probe,Self,Second,Same,Match,Self,Same,1,549.9000000000233
2,label,Self,Second,Same,Match,Self,Match,1,458.0999999985215
2,probe,NA,,Different,,NA,Different,1,838.8000000044703
2,probe,NA,,Different,,NA,Different,1,729
2,probe,NA,,Different,,NA,Same,0,745.2000000000116
2,probe,NA,,Different,,NA,Different,1,1745.000000004482
2,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,749.5000000015134
2,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,538.7000000029802
2,probe,NA,,Different,,NA,Different,1,750.9999999984866
2,probe,NA,,Different,,NA,Different,1,750
2,probe,Self,First,Same,Match,Self,Same,1,1007.7000000000116
2,label,Self,First,Same,Match,Self,Match,1,442.6000000044587
2,probe,Self,First,Same,Nonmatch,Stranger,Same,1,767.4000000014785
2,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,547.4000000014785
2,probe,NA,,Different,,NA,Different,1,815.7999999985332
2,probe,NA,,Different,,NA,Same,0,738.3000000044703
2,probe,NA,,Different,,NA,Different,1,726.8999999985099
2,probe,NA,,Different,,NA,Different,1,639.5999999999767
2,probe,NA,,Different,,NA,Different,1,916.7000000000116
2,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,675.6000000044587
2,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1110.1999999984982
2,probe,NA,,Different,,NA,Different,1,625.1000000044587
2,probe,NA,,Different,,NA,Same,0,1028.7000000029802
2,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,520.6000000014901
2,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,507.5999999999767
2,probe,Self,First,Same,Nonmatch,Stranger,Same,1,714.8000000015018
2,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,699.7999999999302
2,probe,NA,,Different,,NA,Same,0,1644.8000000015018
2,probe,NA,,Different,,NA,Different,1,690.3999999985099
2,probe,NA,,Different,,NA,Different,1,665.3999999985099
2,probe,NA,,Different,,NA,Different,1,1353.300000002957
2,probe,NA,,Different,,NA,Different,1,599.5999999999767
2,probe,Stranger,First,Same,Match,Stranger,Same,1,559.4000000029919
2,label,Stranger,First,Same,Match,Stranger,Match,1,554.9000000014785
2,probe,NA,,Different,,NA,Different,1,689.6000000030035
2,probe,Stranger,Second,Same,Match,Stranger,Same,1,684.2000000029802
2,label,Stranger,Second,Same,Match,Stranger,Match,1,396.5
2,probe,NA,,Different,,NA,Different,1,737.3000000044703
2,probe,NA,,Different,,NA,Different,1,738.300000002957
2,probe,NA,,Different,,NA,Different,1,736.500000004482
2,probe,Stranger,Second,Same,Match,Stranger,Same,1,732.500000004482
2,label,Stranger,Second,Same,Match,Stranger,Match,1,403.2999999999884
2,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,588.6000000030035
2,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,590.2999999999884
2,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,727.0000000015134
2,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,500.9000000000233
2,probe,Self,First,Same,Match,Self,Same,1,641.8000000044703
2,label,Self,First,Same,Match,Self,Match,1,405.6000000030035
2,probe,NA,,Different,,NA,Different,1,642.8000000044703
2,probe,NA,,Different,,NA,Different,1,1088.2000000000116
2,probe,NA,,Different,,NA,Different,1,931.7999999999884
2,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,618.1000000044587
2,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,474.69999999849824
2,probe,Self,First,Same,Match,Self,Same,1,566.4999999999418
2,label,Self,First,Same,Match,Self,Match,1,430.2000000044936
2,probe,Stranger,Second,Same,Match,Stranger,Same,1,590.8000000044703
2,label,Stranger,Second,Same,Match,Stranger,Match,1,458
2,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,722.3999999985099
2,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,527.9999999984866
2,probe,NA,,Different,,NA,Different,1,889.5999999984633
2,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,502.0000000044238
2,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,622.69999999855645
2,probe,Stranger,First,Same,Nonmatch,Self,Same,1,617.69999999855645
2,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,520.7000000044936
2,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,676.2000000029802
2,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,533.4999999998836
2,probe,NA,,Different,,NA,Different,1,556.4000000044471
2,probe,Self,First,Same,Nonmatch,Stranger,Same,1,570.4000000044471
2,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,505.19999999995343
2,probe,Stranger,First,Same,Match,Stranger,Same,1,677.0000000044238
